Movie,TMDb ID
Frozen,109445.0
Bolt,13053.0
Shrek 2,809.0
Tangled,38757.0
Onward,508439.0
Ralph Breaks the Internet,404368.0
Rango,44896.0
The Bad Guys,629542.0
The Peanuts Movie,227973.0
Wreck-It Ralph,82690.0
Kung Fu Panda 4,1011985.0
Captain Underpants: The First Epic Movie,268531.0
Kung Fu Panda 3,140300.0
Puss in Boots,417859.0
Cloudy with a Chance of Meatballs,22794.0
The Lego Movie 2: The Second Part,280217.0
Sausage Party,223702.0
Abominable,431580.0
Despicable Me 4,519182.0
Monsters University,62211.0
Kung Fu Panda 2,49444.0
Surf's Up,9408.0
Brave,62177.0
Madagascar 3: Europe's Most Wanted,80321.0
Ice Age,425.0
The Croods: A New Age,529203.0
Happy Feet,9836.0
Smallfoot,446894.0
Despicable Me 2,93456.0
The Good Dinosaur,105864.0
Over the Hedge,7518.0
Trolls,136799.0
Monster House,9297.0
Lightyear,718789.0
Rise of the Guardians,81188.0
The Adventures of Tintin,17578.0
Cars,920.0
Flushed Away,11619.0
The Secret Life of Pets,328111.0
Monsters vs Aliens,15512.0
Penguins of Madagascar,270946.0
The Amazing Maurice,676710.0
The Angry Birds Movie 2,454640.0
Megamind,38055.0
Rio,46195.0
Strange World,877269.0
The Croods,49519.0
Sing,335797.0
Trolls World Tour,446893.0
Cloudy with a Chance of Meatballs 2,109451.0
Minions: The Rise of Gru,438148.0
Cars 3,260514.0
Meet the Robinsons,1267.0
Turbo,77950.0
Storks,332210.0
Epic,116711.0
Robots,9928.0
Madagascar: Escape 2 Africa,10527.0
Dinosaur,10567.0
Hotel Transylvania 3: Summer Vacation,400155.0
The Ant Bully,9906.0
Despicable Me 3,324852.0
Henry V,22638.0
Three Kings,6415.0
Glory,9665.0
No Man's Land,34379.0
The Last of the Mohicans,9361.0
Dunkirk,374720.0
Land of Mine,335578.0
Stalag 17,632.0
All Quiet on the Western Front,49046.0
Rescue Dawn,9952.0
Downfall,1329247.0
The Wind That Shakes the Barley,1116.0
Lebanon,32084.0
Patton,11202.0
The Big Red One,16121.0
Lincoln,72976.0
Platoon,792.0
From Here to Eternity,11426.0
Tangerines,238628.0
Zero Motivation,261825.0
The Deer Hunter,11778.0
The English Patient,409.0
Courage Under Fire,10684.0
Born on the Fourth of July,2604.0
Master and Commander: The Far Side of the World,8619.0
Hacksaw Ridge,324786.0
Operation Mincemeat,661231.0
Atonement,4347.0
Casualties of War,10142.0
The Dirty Dozen,1654.0
Captain America: The First Avenger,1771.0
The Thin Red Line,8741.0
Life Is Beautiful,637.0
Devotion,653851.0
Che: Part Two,8880.0
Greyhound,516486.0
A Very Long Engagement,2841.0
Michael Collins,1770.0
Black Book,9075.0
Good Kill,253626.0
Empire of the Sun,10110.0
War Horse,57212.0
Flags of Our Fathers,3683.0
Henry V,22638.0
Major Dundee,29715.0
Zulu,185567.0
The Guns of Navarone,10911.0
Salvador,6106.0
Where Eagles Dare,11046.0
The Longest Day,9289.0
Coming Home,31657.0
The Tin Drum,659.0
"Merry Christmas, Mr. Lawrence",11948.0
Private Benjamin,10765.0
Catch-22,10364.0
Kelly's Heroes,11589.0
Buffalo Soldiers,9104.0
The King,504949.0
Cold Mountain,2289.0
The Grey Zone,15192.0
Whiskey Tango Foxtrot,279641.0
U-571,3536.0
Memphis Belle,12651.0
Anthropoid,351339.0
The Eagle Has Landed,11372.0
The Boy in the Striped Pyjamas,14574.0
Stop-Loss,8988.0
The Wall,405775.0
The Zookeeper's Wife,289222.0
We Were Soldiers,10590.0
Brothers,616446.0
The Reader,8055.0
A Bridge Too Far,5902.0
Valkyrie,2253.0
The Patriot,2024.0
Jarhead,25.0
Operation Finale,493551.0
Allied,369885.0
Blue Crush,9266.0
The Greatest Game Ever Played,15487.0
The Express,14325.0
Rocky III,1371.0
Cobb,29973.0
Bring It On,1588.0
Secretariat,39486.0
The Sandlot,11528.0
Race,323677.0
Coach Carter,7214.0
Rollerball,11484.0
Million Dollar Arm,198185.0
More than a Game,33295.0
Fever Pitch,11431.0
Olympic Dreams,575941.0
Rocky II,1367.0
Ali,8489.0
The Blind Side,22881.0
The Karate Kid,38575.0
Tin Cup,10478.0
Bethany Hamilton: Unstoppable,510026.0
Ultimate X: The Movie,54119.0
DodgeBall: A True Underdog Story,9472.0
Personal Best,27609.0
Jungleland,556501.0
Blades of Glory,9955.0
Remember the Titans,10637.0
Talladega Nights: The Ballad of Ricky Bobby,9718.0
The Phenom,390512.0
Cool Runnings,864.0
The Hammer,14014.0
Stoked: The Rise and Fall of Gator,33255.0
Without Limits,22256.0
White Men Can't Jump,10158.0
Safety,727306.0
Rudy,14534.0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,39183.0
The Longest Yard,9291.0
Step Into Liquid,15292.0
He Got Game,9469.0
Seabiscuit,4464.0
Rocky Balboa,1246.0
The Boxer,16992.0
Beyond the Mat,14271.0
Miracle,14292.0
Invictus,22954.0
Major League,9942.0
Goon,74387.0
"McFarland, USA",228203.0
North Dallas Forty,29786.0
The Natural,11393.0
The World's Fastest Indian,9912.0
The Armstrong Lie,214083.0
Cinderella Man,921.0
The Other Dream Team,84318.0
Looking for Eric,18898.0
Slap Shot,11590.0
Downhill Racer,33166.0
The Hurricane,10400.0
Big Fan,29150.0
Jerry Maguire,9390.0
Early Man,387592.0
Fire in Babylon,66211.0
Tyson,50114.0
Bend It Like Beckham,455.0
The Heart of the Game,14274.0
Warrior,59440.0
Eight Men Out,13554.0
Eddie the Eagle,319888.0
Whip It,22798.0
The Karate Kid,38575.0
Up for Grabs,76548.0
Girlfight,19348.0
Field of Dreams,2323.0
Heaven Can Wait,12185.0
The Way Back,49009.0
Dream Horse,603206.0
The Color of Money,11873.0
Dogtown and Z-Boys,1282.0
Riding Giants,291.0
A Prayer Before Dawn,448776.0
Pumping Iron,5205.0
Hoosiers,5693.0
Bang the Drum Slowly,42459.0
Red Army,256876.0
Senna,58496.0
The Crash Reel,159138.0
The Damned United,21641.0
Offside,52967.0
Lagaan: Once Upon a Time in India,19666.0
Touching the Void,11194.0
Deep Water,619979.0
The Life and Times of Hank Greenberg,41276.0
Bigger Stronger Faster*,13636.0
Breaking Away,20283.0
Rush,96721.0
The Fighter,45317.0
Creed II,480530.0
The Bad News Bears,23479.0
The Happiest Day in the Life of Olli MÃ¤ki,392807.0
Racing Dreams,44671.0
The Hustler,990.0
Andy Murray: Will to Win,1304014.0
Horse Feathers,13912.0
Hoop Dreams,14275.0
The Endless Summer,21.0
Bull Durham,287.0
National Velvet,17641.0
Moneyball,60308.0
Fighting with My Family,445629.0
The Game,2649.0
The Nanny,513857.0
The Addams Family,2907.0
Get Smart,11665.0
The Beverly Hillbillies,11041.0
Bewitched,9722.0
Love,292431.0
Maude,488433.0
Pulling Strings,219553.0
The Odd Couple,11356.0
Taxi,2330.0
M*A*S*H,651.0
Meet Me in St. Louis,909.0
The Shop Around the Corner,20334.0
Tangerine,308084.0
Miracle on 34th Street,10510.0
Little Women,331482.0
Klaus,508965.0
Carol,258480.0
It's a Wonderful Life,1585.0
Die Hard,562.0
The Apartment,284.0
Little Women,331482.0
Arthur Christmas,51052.0
Tokyo Godfathers,13398.0
Jingle Jangle: A Christmas Journey,622855.0
Edward Scissorhands,162.0
A Christmas Story,850.0
Better Watch Out,406994.0
Trading Places,1621.0
Kiss Kiss Bang Bang,5236.0
Rare Exports: A Christmas Tale,48395.0
Gremlins,927.0
Elf,10719.0
Happiest Season,520172.0
Batman Returns,364.0
While You Were Sleeping,2064.0
The Man Who Invented Christmas,450322.0
Nugget Is Dead?: A Christmas Story,1374419.0
Bad Santa,10147.0
Anna and the Apocalypse,461928.0
The Muppet Christmas Carol,10437.0
White Christmas,13368.0
Happy Christmas,244534.0
The Ref,10872.0
The Santa Clause,11395.0
How the Grinch Stole Christmas,8871.0
Remember the Night,29617.0
White Reindeer,176085.0
Christmas in Connecticut,13669.0
A Christmas Carol,17979.0
The Bishop's Wife,19490.0
Let It Snow,295151.0
8-Bit Christmas,802217.0
A Boy Called Christmas,615666.0
Get Santa,250535.0
A Castle for Christmas,758879.0
Violent Night,899112.0
The Noel Diary,736918.0
Something from Tiffany's,916053.0
Black Christmas,16938.0
The Best Man Holiday,146304.0
Scrooged,9647.0
Spirited,632856.0
National Lampoon's Christmas Vacation,5825.0
Single All the Way,810873.0
A Very Harold & Kumar Christmas,55465.0
The Night Before,296100.0
Godmothered,662546.0
The Christmas Chronicles,527435.0
Home Alone 2: Lost in New York,772.0
Krampus,287903.0
The Christmas Chronicles: Part Two,654028.0
Christmas with You,936960.0
Love Actually,508.0
Falling for Christmas,833097.0
Miracle on 34th Street,10510.0
The Polar Express,5255.0
Last Holiday,17379.0
The Family Man,5994.0
Love Hard,734265.0
The Family Stone,9043.0
The Holiday,1581.0
Last Christmas,549053.0
Blow the Man Down,586451.0
Sound of Metal,502033.0
Dragon Ball GT: A Hero's Legacy,18095.0
From Russia with Love,657.0
Big Night!,670159.0
Dr. No,646.0
The Invisible Man,570670.0
Man from Reno,272418.0
In the Heights,467909.0
Gone Baby Gone,4771.0
Herself,653708.0
Sylvie's Love,584288.0
Love and Monsters,590223.0
In the Name of the Father,7984.0
Midnight in Paris,59436.0
An Inconvenient Truth,1781.0
Run Lola Run,104.0
Invasion of the Body Snatchers,11850.0
Serpico,9040.0
Ex Machina,264660.0
Silver Linings Playbook,82693.0
The Vast of Night,565743.0
The Spectacular Now,157386.0
Of Gods and Men,46332.0
Barbershop: The Next Cut,326423.0
Coraline,14836.0
Knocked Up,4964.0
Red Rocket,763329.0
Furiosa: A Mad Max Saga,786892.0
Creed III,677179.0
You Were Never Really Here,398181.0
Adventureland,16614.0
The Lady in the Van,328589.0
Frida,1360.0
The Magnificent Seven,333484.0
Catherine Called Birdy,795109.0
Who You Think I Am,544404.0
The People vs. Larry Flynt,1630.0
Roxanne,11584.0
Gosford Park,5279.0
Chasing Amy,2255.0
The Usual Suspects,629.0
A Monster Calls,258230.0
The Lost City of Z,314095.0
The Aviator,2567.0
Theater Camp,986054.0
Steve Jobs,321697.0
Robot Dreams,838240.0
Teenage Mutant Ninja Turtles: Mutant Mayhem,614930.0
Nimona,961323.0
Inside Out 2,1022789.0
Elemental,976573.0
Kung Fu Panda 4,1011985.0
Moana 2,1241982.0
"Ruby Gillman, Teenage Kraken",1040148.0
The Magician's Elephant,776835.0
The Super Mario Bros. Movie,502356.0
Spellbound,592983.0
Miracle on 34th Street,10510.0
Krisha,323929.0
Fantastic Mr. Fox,10315.0
The Humans,588367.0
Hannah and Her Sisters,5143.0
Spider-Man,557.0
One True Thing,53113.0
The Ice Storm,68924.0
Scent of a Woman,9475.0
Pieces of April,1550.0
Soul Food,29461.0
Mistress America,309245.0
Instant Family,491418.0
Tadpole,39141.0
Addams Family Values,2758.0
The Santa Clause,11395.0
Starting Over,54663.0
My Blue Heaven,16384.0
The Vicious Kind,32868.0
You've Got Mail,9489.0
The Big Chill,12560.0
Funny People,20829.0
Tower Heist,59108.0
Black Friday,765869.0
Grumpy Old Men,11520.0
Home for the Holidays,9089.0
The Myth of Fingerprints,98502.0
The Oath,520596.0
The House of Yes,33344.0
The Object of My Affection,17127.0
Four Brothers,8292.0
The Wiz,24961.0
Paul Blart: Mall Cop,14560.0
Free Birds,175574.0
Sweet November,1921.0
Not Cool,292483.0
Hanging Up,10385.0
Jack and Jill,71880.0
Girls Will Be Girls,1108828.0
Thelma,1051891.0
The Goldman Case,972118.0
LOLA,941019.0
Tiger Stripes,1077693.0
Fancy Dance,1058617.0
Banel e Adama,995806.0
La Chimera,837335.0
Inside the Yellow Cocoon Shell,1114816.0
FEMME,1356907.0
Close Your Eyes,997294.0
The Settlers,376390.0
My Name Is Alfred Hitchcock,1014255.0
"20,000 Species of Bees",1053600.0
About Dry Grasses,665733.0
National Anthem,1082543.0
Limbo,554371.0
Minor Premise,661137.0
The Kitchen,487680.0
Disco Boy,922830.0
Smile 2,1100782.0
Problemista,852247.0
Kidnapped,801112.0
The Feeling That the Time for Doing Something Has Passed,1059319.0
Bird,24679.0
Sometimes I Think About Dying,891933.0
Am I OK?,641934.0
Scoop,512.0
Dandelion,1038476.0
Drift,977966.0
Self Reliance,1072876.0
Hamilton,556574.0
Mary Poppins,433.0
Black Is King,719643.0
Funny Girl,16085.0
Enchanted,4523.0
Flora and Son,1059811.0
Hairspray,2976.0
West Side Story,511809.0
La La Land,313369.0
The Sapphires,110146.0
Jingle Jangle: A Christmas Journey,622855.0
Oliver!,17917.0
Topsy-Turvy,46435.0
Sunshine on Leith,214100.0
Rocketman,504608.0
Blinded by the Light,534259.0
The Lure,425552.0
The Muppet Movie,11176.0
Gigi,17281.0
Funny Face,13320.0
"tick, tick... BOOM!",537116.0
All That Jazz,16858.0
Chicago,1574.0
Cyrano,730047.0
Charlie and the Chocolate Factory,118.0
Hair,10654.0
Chi-Raq,340275.0
Phantom of the Paradise,27327.0
The Color Purple,873.0
Fiddler on the Roof,14811.0
The Rocky Horror Picture Show,36685.0
Mamma Mia! Here We Go Again,458423.0
Mary Poppins Returns,400650.0
Dreamgirls,1125.0
8 Women,1958.0
The Saddest Music in the World,37209.0
The Muppet Christmas Carol,10437.0
Labyrinth,13597.0
White Christmas,13368.0
Victor/Victoria,12614.0
42nd Street,3062.0
The Cocoanuts,20625.0
The Music Man,13671.0
On the Town,31516.0
Swing Time,20325.0
The King and I,16520.0
Guys and Dolls,4825.0
Yankee Doodle Dandy,3087.0
Seven Brides for Seven Brothers,16563.0
Viva Las Vegas,2098.0
Oklahoma!,13936.0
The Help,50014.0
Going My Way,17661.0
The Muppets Take Manhattan,11899.0
Better Nate Than Ever,826953.0
Pennies from Heaven,17450.0
Fame,3537.0
Hipsters,38336.0
Bugsy Malone,8446.0
The Wayward Cloud,36253.0
The Great Muppet Caper,14900.0
The Jazz Singer,939.0
Carmen Jones,51044.0
Honeyland,184547.0
Blue Velvet,793.0
Memories of Murder,11423.0
Howards End,8293.0
Amores Perros,55.0
The Secret of NIMH,11704.0
Source Code,45612.0
Wild Rose,482981.0
Take Shelter,64720.0
Shattered Glass,13537.0
The Limey,10388.0
The Roundup: No Way Out,955555.0
Stronger,395993.0
Hotel Rwanda,205.0
Lolita,9769.0
Licorice Pizza,718032.0
Reservoir Dogs,500.0
Bernie,92591.0
Dope,308639.0
Sin Nombre,21191.0
Twelve Monkeys,63.0
Django Unchained,68718.0
Donnie Darko,141.0
Paprika,50270.0
3-Iron,1280.0
The Thing,1091.0
Blow-Up,1052.0
The Master,68722.0
On the Count of Three,776512.0
My Friend Dahmer,445040.0
Lion,334543.0
The Ghost Writer,11439.0
American History X,73.0
Imperium,374617.0
Ad Astra,419704.0
Bill & Ted Face the Music,501979.0
The Art of Self-Defense,480001.0
Side Effects,109421.0
Ben Is Back,492452.0
The Founder,310307.0
Vicky Cristina Barcelona,5038.0
The Mask,854.0
Synchronic,549294.0
The Dark Crystal,11639.0
Dog,626735.0
Fences,393457.0
Into the Abyss,77365.0
EverAfter,9454.0
The Big Short,318846.0
Wonder,406997.0
Breach,651571.0
Tropic Thunder,7446.0
The Sisterhood of the Traveling Pants 2,10188.0
Split,381288.0
Flight,87502.0
Jimmy Neutron: Boy Genius,12589.0
My Name Is Nobody,9474.0
Ip Man 2,37472.0
Hang 'em High,4929.0
The Man in the Moon,17474.0
Killer Klowns from Outer Space,16296.0
Charlotte's Web,9986.0
The Last Unicorn,10150.0
Airport,10671.0
Freedom Writers,1646.0
Shutter Island,11324.0
Disturbia,8271.0
Barbershop 2: Back in Business,21301.0
Wrath of Man,637649.0
Conan the Barbarian,37430.0
FernGully: The Last Rainforest,13225.0
Insidious,49018.0
The Sisterhood of the Traveling Pants 2,10188.0
The Frighteners,10779.0
Hot Tub Time Machine,23048.0
Hulk,1927.0
Interview with the Vampire,628.0
House of Gucci,644495.0
Mary Queen of Scots,457136.0
Sicario: Day of the Soldado,400535.0
Uncle Drew,474335.0
Miracle on 34th Street,10510.0
Quigley Down Under,9588.0
Young Guns,11967.0
Overboard,454619.0
Elvira: Mistress of the Dark,5680.0
Red Dawn,1880.0
Jack the Giant Slayer,81005.0
Carrie,7340.0
The Majestic,11086.0
The Lake House,2044.0
The Waterboy,10663.0
Good Burger,14817.0
Scooby-Doo,9637.0
The Ultimate Gift,14624.0
A Walk to Remember,10229.0
Poltergeist,243688.0
The Wild Life,38980.0
A Cinderella Story,11247.0
Free Chol Soo Lee,913824.0
Driveways,568994.0
Shirkers,489994.0
The Paper Tigers,731738.0
The Half of It,597219.0
To All the Boys I've Loved Before,466282.0
Lucky Grandma,597588.0
Chan Is Missing,14272.0
Past Lives,666277.0
Turning Red,508947.0
Fire Island,846250.0
Gook,432942.0
Searching,489999.0
Shang-Chi and the Legend of the Ten Rings,566525.0
Joy Ride,864168.0
After Yang,585378.0
Always Be My Maybe,513576.0
Meet the Patels,266764.0
Yellow Rose,593427.0
Ms. Purple,565340.0
The Joy Luck Club,19931.0
Marvelous and the Black Hole,685411.0
The Namesake,16727.0
Shortcomings,1018754.0
Tigertail,544415.0
Charlotte Sometimes,116094.0
To All the Boys: Always and Forever,614409.0
The Beautiful Country,41714.0
To All the Boys: P.S. I Still Love You,565426.0
Blue Bayou,644089.0
I Will Make You Mine,664597.0
The Donut King,674882.0
In the Family,82929.0
Spa Night,374440.0
Chang Can Dunk,776098.0
Journey From the Fall,25784.0
Twinsters,324325.0
The Search for General Tso,261041.0
Therapy Dogs,913420.0
The Motel,20520.0
White Rabbit,300090.0
The Fabulous Filipino Brothers,644102.0
Wedding Season,818612.0
Advantageous,308457.0
In Between Days,47841.0
Front Cover,303854.0
American Revolutionary: The Evolution of Grace Lee Boggs,201361.0
Go Back to China,563489.0
Today's Special,46641.0
A Thousand Years of Good Prayers,4890.0
The Tiger Hunter,353570.0
Children of Invention,42850.0
Seoul Searching,310001.0
Documented,223249.0
Robot Stories,20032.0
Dragon: The Bruce Lee Story,10423.0
Cavite,67238.0
The Debut,38135.0
A Very Harold & Kumar Christmas,55465.0
Linsanity,159142.0
Miami Connection,59558.0
All the King's Men,1717.0
Mutiny on the Bounty,11085.0
CODA,776503.0
Nomadland,581734.0
How Green Was My Valley,43266.0
The Shape of Water,399055.0
Midnight Cowboy,3116.0
Ordinary People,16619.0
Kramer vs. Kramer,12102.0
A Man for All Seasons,874.0
Rain Man,380.0
American Beauty,14.0
Dances with Wolves,581.0
The Last Emperor,746.0
Ben-Hur,665.0
Terms of Endearment,11050.0
Tom Jones,5769.0
Green Book,490132.0
Forrest Gump,13.0
Crash,1640.0
A Beautiful Mind,453.0
Around the World in 80 Days,753601.0
The Great Ziegfeld,43277.0
Cavalcade,56164.0
Out of Africa,606.0
The Greatest Show on Earth,27191.0
Cimarron,46623.0
The Broadway Melody,65203.0
Babe,9598.0
The Banshees of Inisherin,674324.0
American Graffiti,838.0
American Hustle,168672.0
The Kids Are All Right,39781.0
The Fabelmans,804095.0
On Golden Pond,11816.0
The Defiant Ones,11414.0
"Three Billboards Outside Ebbing, Missouri",359940.0
The Descendants,65057.0
Romancing the Stone,9326.0
As Good as It Gets,2898.0
Coal Miner's Daughter,16769.0
Once Upon a Time... in Hollywood,466272.0
Borat Subsequent Moviefilm,740985.0
Prizzi's Honor,2075.0
Bugsy,10337.0
Working Girl,3525.0
Walk the Line,69.0
Avatar,19995.0
The Hours,590.0
The Revenant,281957.0
Hope and Glory,32054.0
Midnight Express,11327.0
A Place in the Sun,25673.0
The Goodbye Girl,14741.0
Becket,15421.0
Porgy and Bess,1940.0
Les MisÃ©rables,82695.0
Babel,1164.0
Yentl,10269.0
Love Story,9062.0
Evita,8818.0
The Turning Point,61280.0
Bohemian Rhapsody,424694.0
Green Card,12157.0
A Star Is Born,22692.0
The Bling Ring,96936.0
The Newton Boys,42807.0
Bandits,3172.0
2 Guns,136400.0
Mission: Impossible,954.0
Small Time Crooks,10569.0
The Burnt Orange Heresy,566872.0
Heist,336004.0
Army of the Dead,503736.0
The Fate of the Furious,337339.0
Public Enemies,11322.0
The Man from U.N.C.L.E.,203801.0
Ocean's Thirteen,298.0
Ocean's Eight,402900.0
Set It Off,9400.0
The Thomas Crown Affair,912.0
Triple Frontier,399361.0
Mission: Impossible III,956.0
The Thomas Crown Affair,912.0
The Driver,2153.0
The Score,11371.0
The Italian Job,10536.0
Snatch,107.0
"Lock, Stock and Two Smoking Barrels",100.0
Dragged Across Concrete,438674.0
The Good Thief,6016.0
Sneakers,2322.0
The Bank Job,8848.0
The Italian Job,10536.0
Ant-Man,102899.0
Rogue One: A Star Wars Story,330459.0
Bottle Rocket,13685.0
The Getaway,5916.0
Inside Man,388.0
Thunderbolt and Lightfoot,8348.0
Jackie Brown,184.0
Sexy Beast,11826.0
The Lookout,8270.0
American Animals,489931.0
The Pink Panther,12096.0
The Spanish Prisoner,29193.0
Kajillionaire,541305.0
Take the Money and Run,11485.0
Widows,401469.0
Rififi,934.0
Nine Queens,18079.0
No Sudden Move,649409.0
The Town,23168.0
Logan Lucky,399170.0
Out of Sight,1389.0
Thief,11524.0
Band of Outsiders,8073.0
To Catch a Thief,381.0
The Asphalt Jungle,16958.0
The Friends of Eddie Coyle,25680.0
The Lavender Hill Mob,32961.0
Solomon Kane,32985.0
The Forbidden Kingdom,1729.0
Ladyhawke,526.0
The Imaginarium of Doctor Parnassus,8054.0
Clash of the Titans,18823.0
Godmothered,662546.0
The Chronicles of Narnia: Prince Caspian,2454.0
The Hobbit: An Unexpected Journey,49051.0
The House with a Clock in Its Walls,463821.0
The Witches of Eastwick,6069.0
Nanny McPhee,11283.0
Nanny McPhee and the Big Bang,35019.0
Miss Peregrine's Home for Peculiar Children,283366.0
Into the Woods,224141.0
Peter Pan,10601.0
Zathura: A Space Adventure,6795.0
The City of Lost Children,902.0
Big Fish,587.0
The Hobbit: The Desolation of Smaug,57158.0
Where the Wild Things Are,16523.0
Excalibur,11527.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411.0
Dragonslayer,848.0
Stardust,2270.0
The Holy Mountain,8327.0
The Spiderwick Chronicles,8204.0
Jumanji: The Next Level,512200.0
Pinocchio,10895.0
Pirates of the Caribbean: The Curse of the Black Pearl,22.0
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",1147400.0
Harry Potter and the Deathly Hallows: Part 1,12444.0
Harry Potter and the Order of the Phoenix,675.0
Matilda,10830.0
Bridge to Terabithia,1265.0
Jason and the Argonauts,11533.0
Time Bandits,36819.0
The BFG,267935.0
Cinderella,150689.0
Jumanji: Welcome to the Jungle,353486.0
The Witches,10166.0
Fantastic Beasts and Where to Find Them,259316.0
The Adventures of Baron Munchausen,14506.0
Life of Pi,87827.0
The Spirit of the Beehive,4495.0
Blancanieves,127864.0
Beauty and the Beast,321612.0
Who Framed Roger Rabbit,856.0
Pete's Dragon,294272.0
The Green Knight,559907.0
The Hitchhiker's Guide to the Galaxy,7453.0
Timecrimes,14139.0
High Life,376865.0
Coherence,220289.0
Midnight Special,245703.0
Contact,686.0
Flight of the Navigator,10122.0
Alita: Battle Angel,399579.0
Ready Player One,333339.0
Plan 9 from Outer Space,10513.0
Silent Running,811.0
War of the Worlds,74.0
Metropolis,19.0
Shin Godzilla,315011.0
Star Trek III: The Search for Spock,157.0
The Fountain,1381.0
Logan's Run,10803.0
Scanners,9538.0
Things to Come,3596.0
Cube,431.0
Strange Days,281.0
Heavy Metal,11827.0
A Boy and His Dog,4917.0
A.I. Artificial Intelligence,644.0
Sunshine,1272.0
Liquid Sky,20980.0
Dark Star,1410.0
Serenity,16320.0
Turbo Kid,310135.0
THX 1138,636.0
Star Trek: First Contact,199.0
The World's End,107985.0
The Brother from Another Planet,26889.0
Dark City,2666.0
The Man Who Fell to Earth,991.0
Cloverfield,7191.0
Men in Black,607.0
Tron,97.0
Bumblebee,424783.0
Barbarella,8069.0
Pacific Rim,68726.0
A Scanner Darkly,3509.0
The Abyss,2756.0
Altered States,11542.0
Predestination,206487.0
Seconds,20620.0
Soylent Green,12101.0
"20,000 Leagues Under the Sea",173.0
The Hunger Games,70160.0
Kingdom of the Planet of the Apes,653346.0
The War of the Worlds,8974.0
Blade Runner 2049,335984.0
Fantastic Voyage,2161.0
Fantastic Planet,16306.0
Moon,17431.0
Looper,59967.0
Close Encounters of the Third Kind,840.0
Primer,14337.0
Star Trek II: The Wrath of Khan,154.0
Anastasia,9444.0
ParaNorman,77174.0
Tekkonkinkreet,13754.0
Tower,381028.0
The Girl Who Leapt Through Time,14069.0
Jin-Roh: The Wolf Brigade,823.0
Fritz the Cat,12593.0
The Simpsons Movie,35.0
Wolf Children,110420.0
James and the Giant Peach,10539.0
Lupin the Third: The Castle of Cagliostro,15371.0
The Princess and the Frog,10198.0
Alice in Wonderland,12155.0
Whisper of the Heart,37797.0
Waking Life,9081.0
Peter Pan,10601.0
My Dog Tulip,52032.0
Dragon Ball Z: Broly â The Legendary Super Saiyan,34433.0
Long Way North,345775.0
"South Park: Bigger, Longer & Uncut",9473.0
Hercules,11970.0
Big Fish & Begonia,271706.0
Cowboy Bebop: The Movie,11299.0
"Night Is Short, Walk On Girl",430214.0
Loving Vincent,339877.0
The Land Before Time,12144.0
An American Tail,4978.0
Anomalisa,291270.0
Summer Wars,28874.0
Perfect Blue,10494.0
Mulan,10674.0
Watership Down,11837.0
Lilo & Stitch,11544.0
The Sword in the Stone,9078.0
Belladonna of Sadness,64847.0
The Jungle Book,278927.0
The Great Mouse Detective,9994.0
The Secret of Kells,26963.0
Boy & the World,223706.0
Isle of Dogs,399174.0
Kirikou and the Sorceress,21348.0
April and the Extraordinary World,340357.0
The Triplets of Belleville,9662.0
Lady and the Tramp,10340.0
The Breadwinner,435129.0
The Emperor's New Groove,11688.0
Cinderella,150689.0
Fantasia,756.0
One Hundred and One Dalmatians,12230.0
Yellow Submarine,12105.0
Porco Rosso,11621.0
Dumbo,11360.0
Sleeping Beauty,10882.0
Bambi,3170.0
Batman: Mask of the Phantasm,14919.0
Castle in the Sky,10515.0
NausicaÃ¤ of the Valley of the Wind,81.0
Howl's Moving Castle,4935.0
Spirit: Stallion of the Cimarron,9023.0
The Salvation,266285.0
Blackthorn,68818.0
The Magnificent Seven,333484.0
Dead Man,922.0
Tears of the Black Tiger,2805.0
The Horse Whisperer,547.0
The Keeping Room,284284.0
In a Valley of Violence,291356.0
Silverado,11509.0
The Ballad of Lefty Brown,438457.0
Red Hill,45569.0
Hostiles,384680.0
Appaloosa,12690.0
The Assassination of Jesse James by the Coward Robert Ford,4512.0
Back to the Future Part III,196.0
Tombstone,11969.0
The Wind,541560.0
"The Good, the Bad, the Weird",15067.0
Shanghai Noon,8584.0
Open Range,2055.0
El Topo,13041.0
The Long Riders,14729.0
True History of the Kelly Gang,501395.0
Hud,24748.0
The Hateful Eight,273248.0
How the West Was Won,11897.0
Meek's Cutoff,57120.0
The Three Burials of Melquiades Estrada,8053.0
The Proposition,16608.0
Never Grow Old,498743.0
The Shootist,12584.0
Mystery Road,199818.0
The Outlaw Josey Wales,10747.0
Pale Rider,8879.0
True Grit,44264.0
Cat Ballou,11694.0
For a Few Dollars More,938.0
The Sisters Brothers,440161.0
Lone Star,26748.0
3:10 to Yuma,5176.0
Slow West,223485.0
Bisbee '17,490758.0
Jeremiah Johnson,11943.0
Bacurau,446159.0
The Man Who Shot Liberty Valance,11697.0
She Wore a Yellow Ribbon,13909.0
Johnny Guitar,26596.0
High Plains Drifter,11901.0
Wind River,395834.0
Destry Rides Again,43828.0
Little Big Man,11040.0
Sweet Country,468210.0
3:10 to Yuma,5176.0
The Misfits,581644.0
The Ballad of Buster Scruggs,537996.0
Shane,3110.0
El Dorado,6644.0
Old Yeller,22660.0
Winchester '73,14551.0
Red River,3089.0
